,timestamp,HRR_kWLastMinAve,HRR_kVAR,HRR_kW,primaryLovatoReadings.EqvPowerFactor,primaryLovatoReadings.EqvActivePower,primaryLovatoReadings.EqvReactivePower,primaryLovatoReadings.L1PhaseVoltage,primaryLovatoReadings.L2PhaseVoltage,primaryLovatoReadings.L3PhaseVoltage,HRR_WTCorrectedWindSpeed,primaryLovatoReadings.L1Current,primaryLovatoReadings.L2Current,primaryLovatoReadings.L3Current,HRR_GeneratorWindingTemp,HRR_NacelleAirTemp,HRR_OutsideAirTemp,HRR_GearboxOilTemp
1,59:44.9,-0.530590231,0.630149622,-0.430776232,0.317797266,-0.415177124,0.631520857,-0.170968093,-0.078625627,-0.262076843,-0.526375491,-0.227884534,-0.215605366,-0.220746996,-0.421010649,-0.779705864,-0.516871161,-0.195364926
2,00:29.2,-0.84004166,0.66744055,-0.475576948,0.320481386,-0.472484751,0.673580872,-0.463999522,-0.373119126,-0.445786254,-0.237336508,-0.786331123,-0.787477459,-0.795585423,-0.449202624,-0.830684212,-0.516871161,-0.216479892
3,00:48.5,-0.878723089,0.729592097,-0.626270262,0.311278689,-0.621647155,0.724300303,-0.947677905,-0.899889189,-0.922437697,-0.959933964,-1.309132184,-1.305736543,-1.337317971,-0.467997275,-0.779705864,-0.516871161,-0.216479892
4,01:05.5,-0.801360232,0.891186119,-0.699580524,0.334285432,-0.696025138,0.887592128,-0.319249057,-0.298458802,-0.366344347,-0.417985872,-0.31105743,-0.307938881,-0.314045379,-0.472695938,-0.728727516,-0.566766303,-0.174249961
5,01:22.3,-0.676720073,1.375968185,-0.789181954,0.330834421,-1.191065488,1.376230544,-0.813518938,-0.800342091,-0.813205075,-1.068323582,-1.104170405,-1.097241509,-0.810633549,-0.482093263,-0.677749168,-0.616661445,-0.237594857
6,01:39.1,-0.74118912,0.692301169,-0.504086494,0.321248278,-0.500122471,0.69461088,-0.375737044,-0.136694767,-0.083332552,-0.12894689,-0.343732496,-0.343680887,-0.590930904,-0.486791926,-0.728727516,-0.516871161,-0.216479892
7,01:56.0,-0.504802612,-0.028656775,0.180142611,0.284054042,0.181878929,-0.030305859,0.136185332,0.17024212,-0.013820883,-0.201206636,0.140452578,0.156707194,-0.590930904,-0.496189251,-0.728727516,-0.516871161,-0.237594857
8,02:12.8,-0.345778961,-0.33941451,0.440801318,0.271783779,0.443217964,-0.330911265,0.340954282,0.340301746,0.259260673,0.449131074,0.208773171,0.225212705,0.221667919,-0.491490588,-0.728727516,-0.616661445,-0.237594857
9,02:29.9,0.062525008,-0.078378013,0.151633065,0.286738163,0.220896888,-0.077314112,0.362137277,0.398370887,0.383388653,0.26848171,0.09886613,0.120965188,0.110311784,-0.482093263,-0.677749168,-0.466976018,-0.237594857
10,02:47.1,0.18286723,0.095646318,0.049813258,0.292106403,0.074579543,0.098348306,0.136185332,0.319562768,0.209609481,0.160092092,-0.088272887,-0.081572844,-0.085313859,-0.467997275,-0.575792472,-0.516871161,-0.237594857
11,03:29.3,-0.444631501,1.027919522,-0.964312023,0.328917192,-0.961428544,1.021194531,-0.686420968,-0.439483859,-0.619565426,-0.526375491,-0.937824612,-0.933423983,-0.943057061,-0.482093263,-0.830684212,-0.566766303,-0.258709823
12,03:46.5,-0.590761342,0.692301169,-0.487795325,0.321248278,-0.486303611,0.688425584,-0.471060521,-0.277719824,-0.425925777,-0.201206636,-0.61701487,-0.617702931,-0.621027157,-0.482093263,-0.88166256,-0.616661445,-0.237594857
13,04:03.5,-0.732593247,0.692301169,-1.277917029,0.334668878,-1.275197961,1.227783431,-0.76409195,-0.597100098,-0.703972452,-0.959933964,-0.958617836,-0.969165988,-0.964124438,-0.486791926,-0.677749168,-0.616661445,-0.258709823
14,04:20.4,-0.814254041,1.388398494,-1.15573326,0.34348813,-1.522311698,1.391075256,-0.792335943,-0.659317035,-0.564949115,-1.212843073,-1.003174745,-1.028735998,-1.033345819,-0.496189251,-0.575792472,-0.566766303,-0.258709823
15,04:37.3,-0.620846898,-0.190250797,0.338981511,0.277535465,0.321286844,-0.181227091,0.167959824,0.340301746,0.184783885,0.160092092,0.084013827,0.091180184,0.089244407,-0.500887913,-0.422857429,-0.516871161,-0.279824788
16,04:54.2,-0.509100549,0.567998075,-0.349320387,0.317030375,-0.34648926,0.572142011,-0.178029092,-0.472666225,-0.34648387,-0.598635236,-0.637808094,-0.67131594,0.089244407,-0.505586576,-0.575792472,-0.616661445,-0.237594857
17,05:11.1,-0.337183088,0.567998075,-0.385975517,0.317030375,-0.381849285,0.612964968,-0.403981037,-0.315049986,-0.311728035,-0.345726127,-0.296205127,-0.322831384,-0.329093506,-0.505586576,-0.728727516,-0.566766303,-0.258709823
18,05:27.9,-0.229734675,0.605289003,-0.410412271,0.316263483,-0.40745482,0.612964968,-0.725256459,-0.559769936,-0.639425903,-0.490245618,-0.82197665,-0.829176466,-0.834710551,-0.505586576,-0.728727516,-0.516871161,-0.237594857
19,05:44.7,-0.289905786,0.791743644,-0.609979093,0.326616518,-0.606202546,0.789864445,-0.425164032,-0.261128641,-0.435856015,-0.381856,-0.557605658,-0.558132922,-0.566853902,-0.510285239,-0.830684212,-0.466976018,-0.258709823
20,06:01.6,-0.199649119,-0.351844819,0.562985087,0.263731419,0.446469461,0.789864445,0.196203817,0.286380401,0.125202454,0.160092092,0.232536856,0.249040709,0.245744921,-0.505586576,-0.779705864,-0.566766303,-0.258709823
21,06:18.6,-0.014837849,-0.277262963,0.396000603,0.274851345,0.395664827,-0.267821241,0.326832286,0.46473562,0.184783885,0.26848171,0.232536856,0.582632763,0.540688197,-0.500887913,-0.779705864,-0.566766303,-0.258709823
22,06:35.5,0.277421834,-0.376705438,0.481529241,0.270249996,0.480203738,-0.375445399,0.129124334,0.232459056,0.006039594,0.26848171,0.271152843,0.287761215,0.29690855,-0.491490588,-0.677749168,-0.566766303,-0.258709823
23,06:52.2,0.427849612,0.25724034,-0.052006549,0.301692546,-0.050603074,0.265351309,0.076166847,0.215867873,0.070586143,-0.12894689,0.170157184,0.180535198,0.188562041,-0.4773946,-0.779705864,-0.616661445,-0.279824788
24,07:09.4,0.389168183,0.393973744,-0.153826357,0.30936146,-0.152212341,0.390294297,0.058514351,0.190981099,-0.028716241,-0.12894689,0.286005146,0.299675217,0.29690855,-0.472695938,-0.677749168,-0.566766303,-0.258709823
25,07:51.4,-0.229734675,0.418834362,-0.202699864,0.308978015,-0.199765478,0.41874666,-0.848823929,-0.01640869,-0.252146605,-0.165076763,-0.10312519,-0.126250352,-0.085313859,-0.4773946,-0.677749168,-0.566766303,-0.258709823
26,08:08.2,-0.423141818,0.754452716,-0.540741624,0.326616518,-0.538327556,0.751515607,-0.453408025,-0.435336063,-0.4060653,-0.056687145,-0.539782895,-0.558132922,-0.563844277,-0.482093263,-0.677749168,-0.516871161,-0.300939754
27,08:25.1,-0.418843882,0.25724034,0.005012543,0.299008426,-0.044912955,0.261640131,0.040861855,0.06239943,0.15002805,-0.165076763,0.018663694,0.001825169,0.007984524,-0.486791926,-0.728727516,-0.566766303,-0.237594857
28,08:42.1,-0.388758326,0.717161788,-1.045767868,0.341954347,-0.548082045,1.122633392,-0.809988438,-0.775455316,-0.763553883,-0.743154727,-0.991292903,-1.013843496,-0.952085937,-0.496189251,-0.728727516,-0.566766303,-0.258709823
29,08:59.0,-0.487610866,0.729592097,-0.504086494,0.326233072,-0.500528908,0.724300303,-0.368676045,-0.219650683,-0.113123267,-0.092817017,-0.31105743,-0.340702386,-0.563844277,-0.496189251,-0.677749168,-0.616661445,-0.258709823
30,09:16.0,-0.358672771,0.729592097,-0.227136618,0.310895243,-0.224964576,0.449673142,-0.050931123,-0.037147669,-0.008855764,-0.056687145,-0.046686439,-0.069658842,-0.067256107,-0.496189251,-0.728727516,-0.566766303,-0.279824788
31,09:33.3,-0.345778961,0.530707147,-0.312665256,0.314346255,-0.311942109,0.531319055,-0.365145546,-0.319197781,-0.262076843,-0.12894689,-0.316998351,-0.346659387,-0.338122382,-0.505586576,-0.62677082,-0.616661445,-0.258709823
32,09:50.3,-0.152371818,0.791743644,-0.573323963,0.329684084,-0.568810336,0.786153267,-0.156846097,-0.128399176,-0.083332552,-0.12894689,-0.10609565,-0.138164354,-0.121429362,-0.505586576,-0.728727516,-0.566766303,-0.258709823
33,10:07.2,-0.195351183,0.207519103,0.253452872,0.286354717,0.000607997,0.205972464,0.005556864,0.025069268,0.075551262,0.123962219,0.137482117,0.112029687,0.128369535,-0.496189251,-0.830684212,-0.666556588,-0.237594857
34,10:24.0,-0.277011977,0.853895191,-0.703653316,0.336969552,-0.702121694,0.854191527,-0.665237974,-0.572213323,-0.450751373,-0.887674218,-0.955647376,-0.98107999,-0.991211065,-0.505586576,-0.830684212,-0.616661445,-0.258709823
35,10:41.2,-0.410248009,0.978198285,-0.618124678,0.328533746,-0.833807305,0.975423337,-0.372206545,-0.323345577,-0.162774459,-0.743154727,-0.694246845,-0.73088595,-0.539767275,-0.519682564,-0.779705864,-0.616661445,-0.237594857
36,10:58.1,-0.650932454,1.189513544,-1.204606768,0.336202661,-1.198787792,1.190671652,-0.689951468,-0.845967844,-0.907542339,-1.03219371,-1.323984487,-1.329564547,-0.93703781,-0.514983901,-0.62677082,-0.566766303,-0.258709823
37,11:18.1,-0.650932454,0.431264672,-0.003133042,0.296707751,-0.22577745,0.43730255,-0.283944066,-0.078625627,-0.401100181,-0.490245618,-0.474432762,-0.438992902,-0.43443039,-0.524381227,-0.575792472,-0.566766303,-0.279824788
38,11:35.4,-0.431737691,0.008634153,0.306399172,0.286354717,0.142048097,0.43730255,0.386850771,0.518656965,0.110307097,0.123962219,0.419675872,0.472428245,0.477486067,-0.533778552,-0.524814124,-0.616661445,-0.279824788
39,12:17.3,0.019545643,-0.041087085,0.200506573,0.284437488,0.201794346,-0.042676452,0.203264816,0.323710563,0.209609481,-0.12894689,0.128570736,0.141814692,0.149436912,-0.519682564,-0.677749168,-0.566766303,-0.237594857
40,12:34.1,-0.053519278,1.139792307,-1.094641376,0.337352998,-1.092707717,1.132529866,-0.301596562,-0.136694767,-0.316693154,-0.887674218,-0.602162567,-0.581960926,-0.584911654,-0.529079889,-0.62677082,-0.516871161,-0.279824788
41,12:50.9,-0.27271404,-0.053517394,0.057958842,0.292489848,0.19285273,-0.043913511,0.302118792,0.448144436,0.239400196,-0.020557272,0.155304881,0.195427701,0.200600542,-0.519682564,-0.728727516,-0.616661445,-0.300939754
42,13:07.9,-0.427439755,1.06521045,-0.911365723,0.326999964,-0.971183034,-0.043913511,-0.848823929,-0.692499401,-0.808239955,-0.743154727,-1.157638695,-1.159790019,-1.162759706,-0.524381227,-0.677749168,-0.566766303,-0.279824788
43,13:24.8,-0.736891184,1.239234782,-1.033549492,0.30936146,-1.450372337,1.236442846,-1.088897871,-0.92892376,-0.991949366,-1.03219371,-1.359630014,-1.353392551,-0.976162939,-0.538477215,-0.62677082,-0.566766303,-0.300939754
44,13:41.5,-0.878723089,1.251665091,-1.432683136,0.29057262,-1.427205424,1.253761676,-1.226587337,-1.06580102,-1.09125175,-1.248972946,-1.460625674,-1.377220555,-1.460712607,-0.538477215,-0.575792472,-0.566766303,-0.279824788
45,13:58.3,-1.016257057,0.294531269,-0.08866168,0.302075991,-0.088401721,0.295040732,-0.273352569,-0.091069014,-0.272007082,0.123962219,-0.349673418,-0.343680887,-0.329093506,-0.557271865,-0.62677082,-0.566766303,-0.300939754
46,14:15.3,-0.711103565,0.145367556,0.029449296,0.292489848,0.029871466,0.145356559,0.167959824,0.290528197,0.085481501,0.015572601,0.092925209,0.115008187,0.131379161,-0.557271865,-0.728727516,-0.616661445,-0.279824788
47,14:32.1,-0.543484041,1.114931688,-0.609979093,0.320481386,-1.206103659,1.111499858,-0.449877526,-0.219650683,-0.386204823,-0.887674218,-0.718010529,-0.713014947,-0.70830629,-0.557271865,-0.728727516,-0.566766303,-0.300939754
48,14:49.1,-0.358672771,-0.12809925,0.241234496,0.277152019,0.240812304,1.111499858,0.139715831,0.182685507,-0.008855764,0.196221965,-0.097184268,-0.081572844,-0.085313859,-0.561970528,-0.677749168,-0.616661445,-0.343169685
49,15:06.9,-0.199649119,0.418834362,0.025376504,0.291339511,-0.248537926,0.137934203,0.213856313,-0.086921218,-0.227321009,-0.454115745,-0.41205309,-0.418143399,0.357101056,-0.557271865,-0.677749168,-0.616661445,-0.300939754
50,15:24.2,-0.337183088,0.431264672,-0.349320387,0.306293894,-0.259918164,0.43730255,-0.442816527,-0.244537457,-0.450751373,-0.165076763,-0.581369343,-0.590896427,-0.569863527,-0.561970528,-0.62677082,-0.616661445,-0.279824788
51,15:46.0,-0.199649119,0.742022406,-0.434849025,0.312429026,-0.572061833,0.737907955,-0.354554049,-0.194763908,-0.485507207,-0.526375491,-0.584339803,-0.567068423,-0.566853902,-0.561970528,-0.62677082,-0.516871161,-0.300939754
52,16:03.1,-0.418843882,0.406404053,-0.218991033,0.300925654,-0.247318615,0.407613127,-0.252169574,-0.194763908,-0.4060653,-0.454115745,-0.46552138,-0.456863905,-0.449478517,-0.561970528,-0.524814124,-0.516871161,-0.300939754
53,16:20.1,-0.375864517,0.182658484,0.045740466,0.286738163,-0.019713857,0.184942456,0.051453353,0.108025183,-0.128018625,-0.201206636,-0.028863675,-0.007110332,-0.004053977,-0.571367853,-0.677749168,-0.566766303,-0.300939754
54,16:37.1,-0.324289278,0.580428384,-0.442994609,0.30936146,-0.438750474,0.583275545,-0.18509009,-0.020556486,-0.227321009,-0.526375491,-0.325909733,-0.322831384,-0.374237885,-0.56666919,-0.830684212,-0.666556588,-0.300939754
55,16:54.0,-0.135180072,-0.165390179,0.277889626,0.276001682,0.27739164,-0.165145321,0.411564265,0.369336317,0.254295554,-0.020557272,0.45829186,0.460514244,0.474476441,-0.56666919,-0.88166256,-0.616661445,-0.322054719
56,17:11.0,0.002353897,0.132937247,0.180142611,0.280986477,0.016459043,0.134223025,0.083227845,0.108025183,0.035830309,-0.273466381,-0.014011372,-0.024981335,-0.022111728,-0.561970528,-0.830684212,-0.516871161,-0.300939754
57,17:27.9,0.131291992,-0.003796157,0.233088911,0.277918911,0.140015911,0.00556886,0.178551322,0.161946528,0.085481501,0.015572601,0.193920868,0.174578197,0.191571666,-0.543175877,-0.779705864,-0.616661445,-0.322054719
58,17:44.8,0.118398183,0.754452716,-0.614051886,0.318947603,-0.611892665,0.753989726,-0.453408025,-0.381414718,-0.351448989,-0.490245618,-0.584339803,-0.61174593,-0.669181161,-0.54787454,-0.677749168,-0.566766303,-0.300939754
59,18:01.7,-0.143775945,0.841464881,-0.72809007,0.322015169,-0.725288607,0.845532113,-0.930025409,-0.82108107,-0.882716743,-0.7792846,-1.092288562,-1.109155511,-1.108586451,-0.54787454,-0.575792472,-0.566766303,-0.300939754
60,18:18.6,-0.126584199,-1.060372454,0.937681977,0.236890218,0.936226128,-1.049642707,0.570436727,0.497917986,0.413179368,0.376871329,0.743456075,0.731557787,0.748352341,-0.557271865,-0.62677082,-0.616661445,-0.322054719
61,18:35.7,0.075418818,-0.687463173,0.664804894,0.252228047,0.665132604,-0.676050804,0.535131735,0.539395943,0.442970083,0.413001201,0.701869627,0.698794282,0.712236838,-0.543175877,-0.728727516,-0.616661445,-0.300939754
62,18:52.7,0.376274374,-0.687463173,0.709605609,0.249927373,0.454191765,-0.385341873,0.552784231,0.539395943,0.457865441,0.26848171,0.547405677,0.534976756,0.549717073,-0.519682564,-0.779705864,-0.616661445,-0.300939754
63,19:09.8,0.733003104,-0.451287294,0.49782041,0.262581082,0.498899843,-0.450906015,0.496296245,0.481326803,0.477725918,0.051702474,0.50878969,0.493277749,0.507582319,-0.514983901,-0.779705864,-0.666556588,-0.300939754
64,19:33.1,0.599767072,-0.413996366,0.400073395,0.270249996,0.474920056,-0.406371881,0.485704747,0.531100352,0.388353772,0.196221965,0.51176015,0.50221325,0.51962082,-0.514983901,-0.728727516,-0.666556588,-0.322054719
65,19:50.0,0.234442469,0.617719313,-0.418557856,0.316263483,-0.417615747,0.614202027,-0.259230572,-0.165729338,-0.232286128,-0.417985872,-0.382348484,-0.388358394,-0.500642146,-0.500887913,-0.779705864,-0.666556588,-0.279824788
66,20:07.0,0.01094977,-0.239972035,0.334908718,0.273701008,0.337137889,-0.230709463,0.496296245,0.543543739,0.368493295,-0.056687145,0.351355279,0.365202228,0.369139557,-0.491490588,-0.88166256,-0.666556588,-0.322054719
67,20:24.1,-0.083604834,0.655010241,-0.524450455,0.310895243,-0.522882947,0.655024983,-0.241578076,-0.178172725,-0.301797797,-0.815414473,-0.685335463,-0.683229942,-0.699277414,-0.505586576,-0.830684212,-0.616661445,-0.279824788
68,20:40.8,-0.388758326,0.655010241,-0.988748776,0.322015169,-0.983782583,1.006349819,-0.792335943,-0.60539569,-0.743693406,-0.851544346,-1.332895869,-1.329564547,-1.331298721,-0.505586576,-0.779705864,-0.616661445,-0.279824788
69,20:57.7,-0.685315946,0.853895191,-1.253480275,0.305527003,-0.85941284,0.856665646,-0.749969953,-0.472666225,-0.430890896,-1.140583328,-1.160609156,-1.180639523,-1.3764431,-0.514983901,-0.677749168,-0.516871161,-0.279824788
70,21:14.6,-0.672422136,-1.333839261,1.120957631,0.224619955,1.118716372,-1.327981046,1.015279619,0.995653478,0.740877235,0.810429802,1.123675029,1.148547855,1.29610414,-0.524381227,-0.677749168,-0.616661445,-0.300939754
71,21:31.5,-0.393056263,-0.177820488,0.298253588,0.277535465,0.297713494,-0.170093558,0.595150221,0.618204063,0.46283056,0.160092092,0.446410018,0.451578742,0.471466816,-0.524381227,-0.677749168,-0.566766303,-0.258709823
72,21:48.5,0.053929135,-0.302123582,0.387855018,0.271400334,0.387942523,-0.291325368,0.746961684,0.767524711,0.661435328,0.26848171,0.651371797,0.671987778,0.688159836,-0.514983901,-0.830684212,-0.566766303,-0.279824788
73,22:05.4,0.604065009,-1.271687714,0.986555485,0.232672315,1.087014281,-1.266128082,0.88465115,0.89610638,0.686260924,0.665910311,1.010797527,1.032386336,1.049314868,-0.510285239,-0.779705864,-0.516871161,-0.279824788
74,22:22.4,0.419253739,0.207519103,-0.512232078,0.315880038,-0.031906969,0.214631879,-0.005034634,0.161946528,0.035830309,0.196221965,-0.483344144,-0.48664891,-0.48559402,-0.496189251,-0.779705864,-0.516871161,-0.300939754
75,22:39.4,0.157079611,0.418834362,-0.512232078,0.312812472,-0.267234031,0.656262042,-0.245108575,0.074842817,-0.028716241,-0.454115745,-0.527901052,-0.531326417,-0.858787553,-0.496189251,-0.62677082,-0.516871161,-0.300939754
76,22:56.5,0.101206437,-1.855912255,0.591494633,0.25376183,1.320715595,-1.843834766,0.948200135,0.937584338,0.716051639,1.56915713,0.889008644,0.919203318,1.136594001,-0.496189251,-0.88166256,-0.616661445,-0.300939754
77,23:13.3,0.247336278,-1.110093692,0.945827562,0.231521978,0.719595171,-1.104073316,1.280067054,0.954175521,0.676330686,1.749806494,0.900890486,0.946009822,1.536874162,-0.4773946,-0.932640908,-0.566766303,-0.279824788
78,23:30.6,0.616958818,-0.563160079,0.591494633,0.231521978,0.59075462,-0.551107817,0.990566125,0.821446056,0.671365566,0.449131074,0.502848769,0.531998255,0.847669975,-0.463298612,-0.932640908,-0.666556588,-0.258709823
79,23:48.1,1.072540089,-1.234396785,1.068011331,0.231138533,1.06628599,-1.227779244,1.191804576,1.136678535,0.904726169,0.954949293,1.147438714,1.187268361,1.18775763,-0.439805299,-0.88166256,-0.566766303,-0.258709823
80,24:05.1,1.051050407,-1.868342564,1.414198675,0.198545646,1.41297681,-1.861153596,0.831693663,0.891958584,0.77066795,1.424637639,0.746426536,0.534976756,0.778448594,-0.421010649,-0.88166256,-0.616661445,-0.258709823
81,24:22.0,1.081135962,-1.868342564,1.308306076,0.213883475,1.30892892,-1.61374174,1.117664094,1.107643964,0.89976105,1.388507766,1.304873125,1.327257884,0.778448594,-0.392818673,-0.88166256,-0.666556588,-0.237594857
82,24:38.9,1.051050407,-0.078378013,0.208652157,0.281369922,0.208703776,-0.073602934,0.965852631,0.904401971,0.805423785,0.087832347,0.835540353,0.850697807,0.856698851,-0.374024022,-0.932640908,-0.566766303,-0.237594857
83,24:55.7,0.943601994,-1.13495431,1.349033999,0.233822653,0.984185702,-0.073602934,1.322433044,1.29844257,1.103330937,0.954949293,1.391016482,1.413634398,1.422508401,-0.374024022,-0.983619255,-0.616661445,-0.216479892
84,25:12.5,0.883430882,-0.451287294,0.595567425,0.259513516,0.500525591,-0.441009541,0.690473697,0.655534225,0.502551514,0.160092092,0.288975607,0.31754622,0.299918176,-0.355229372,-1.034597603,-0.616661445,-0.216479892
85,25:29.3,0.733003104,-0.662602554,0.664804894,0.254912167,0.665132604,-0.655020796,0.955261133,0.850480626,0.552202706,0.304611583,0.574139822,0.62135327,0.796506345,-0.345832047,-1.136554299,-0.616661445,-0.216479892
86,25:46.2,0.724407231,-0.712323791,0.697387232,0.251844602,0.698054006,-0.706977286,0.697534696,0.721898957,0.517446871,0.232351838,0.434528175,0.475406746,0.323995178,-0.336434721,-1.034597603,-0.616661445,-0.237594857
87,26:03.0,0.595469136,0.418834362,-0.243427787,0.304376666,-0.240409185,-0.706977286,0.316240788,0.431553253,0.303946746,-0.020557272,-0.040745517,-0.033916837,-0.031140604,-0.331736059,-0.983619255,-0.616661445,-0.174249961
88,26:19.9,0.410657866,0.045925081,0.098686765,0.287505054,0.10140439,0.055051231,0.033800857,0.203424486,0.145062931,-0.309596254,-0.269470982,-0.290067878,-0.265891375,-0.336434721,-0.932640908,-0.666556588,-0.216479892
89,26:36.7,0.303209453,-0.960929979,1.002846654,0.239190893,0.85006147,-0.949440905,0.785797174,0.842185035,0.721016758,0.738170056,0.835540353,0.832826804,0.859708476,-0.341133384,-0.983619255,-0.616661445,-0.195364926
90,26:53.9,0.238740405,0.443694981,-0.377829933,0.314346255,-0.257073105,0.442250787,-0.100358111,0.029217064,0.015969832,-0.201206636,-0.533841973,-0.555154421,-0.5427769,-0.345832047,-0.88166256,-0.566766303,-0.153134995
91,27:11.3,0.410657866,-1.259257404,1.068011331,0.228454413,1.065473116,-1.246335133,0.771675178,0.89610638,0.790528427,0.846559675,1.12664549,1.100891847,1.136594001,-0.345832047,-0.88166256,-0.616661445,-0.174249961
92,27:34.6,0.694321676,-1.172245239,0.986555485,0.229221304,0.984998576,-1.164689221,0.559845229,0.974914499,0.810388904,0.485260947,1.058324897,1.05323584,0.603890328,-0.331736059,-0.88166256,-0.616661445,-0.174249961
93,27:51.5,0.737301041,-0.376705438,0.44487411,0.266798985,0.09855933,-0.371734221,0.676351701,0.265641422,0.348632818,-0.12894689,0.173127644,0.13287919,0.919900981,-0.322338733,-0.983619255,-0.666556588,-0.174249961
94,28:11.3,0.608362945,0.132937247,0.208652157,0.279069248,0.03068434,0.131748907,0.499826744,0.460587824,0.378423534,-0.020557272,0.09886613,0.085223183,0.327004803,-0.317640071,-0.932640908,-0.666556588,-0.153134995
95,28:28.5,0.367678501,0.630149622,-0.577396755,0.318947603,-0.474923373,0.632757916,0.016148361,0.195128894,0.209609481,-0.562505363,-0.334821115,-0.355594889,-0.353170508,-0.322338733,-1.034597603,-0.566766303,-0.153134995
96,28:45.8,0.126994056,-0.202681107,0.310471965,0.276385128,0.313158102,-0.193597684,0.701065195,0.506213577,0.482691037,-0.12894689,0.199861789,0.177556698,0.597871077,-0.327037396,-1.136554299,-0.666556588,-0.132020029
97,29:02.6,0.062525008,0.170228175,0.00093975,0.293640186,0.002640182,0.171334804,0.298588293,0.340301746,0.27912115,-0.056687145,0.006781852,-0.013067333,0.119340659,-0.331736059,-1.034597603,-0.516871161,-0.132020029
98,29:19.5,-0.075008961,0.754452716,-0.626270262,0.317797266,-0.625305088,0.757700904,-0.358084548,-0.165729338,-0.267041962,-0.707024855,-0.747715135,-0.754713954,-0.756460294,-0.341133384,-0.932640908,-0.666556588,-0.132020029
99,30:06.0,0.049631198,0.505846528,0.864371716,0.241491567,-0.350147193,0.509051988,0.859937656,0.037512655,-0.03368136,0.629780438,-0.417994011,-0.433035901,0.96504536,-0.359928034,-0.830684212,-0.566766303,-0.132020029
100,31:57.8,0.616958818,-0.302123582,0.60371301,0.257979733,0.389974708,-0.297510664,0.478643749,0.526952556,0.418144487,0.160092092,0.657312719,0.654116775,0.670102084,-0.364626697,-0.88166256,-0.616661445,-0.195364926
101,32:14.9,0.612660882,-0.376705438,0.330835926,0.274851345,0.441592216,-0.365548924,0.436277759,0.344449542,0.254295554,0.376871329,0.318680213,0.311589219,0.543697823,-0.359928034,-0.932640908,-0.566766303,-0.132020029
102,32:46.7,0.539595961,-0.675032863,0.656659309,0.251844602,0.657816736,-0.673576686,0.528070737,0.497917986,0.383388653,0.340741456,0.345414358,0.365202228,0.357101056,-0.336434721,-0.88166256,-0.566766303,-0.132020029
103,33:03.7,0.569681517,-0.563160079,0.579276256,0.258363179,0.578967945,-0.551107817,0.754022682,0.634795246,0.52241199,0.485260947,0.681076403,0.698794282,0.697188711,-0.331736059,-0.88166256,-0.666556588,-0.174249961
104,33:28.2,0.496616596,-0.090808322,0.19643378,0.279069248,0.198949286,-0.082262349,0.704595694,0.27808481,0.2145746,-0.020557272,-0.091243347,-0.078594344,0.471466816,-0.317640071,-0.779705864,-0.666556588,-0.174249961
105,34:08.8,0.462233104,0.331822197,-0.161971941,0.300158763,-0.159934645,0.334626629,0.273874799,0.435701049,0.264225792,0.123962219,0.086984287,0.112029687,-0.073275358,-0.312941408,-0.88166256,-0.666556588,-0.132020029
106,34:26.0,0.19576104,0.816604263,-0.654779808,0.326233072,-0.652129935,0.817079749,-0.220395081,-0.128399176,-0.237251247,-0.562505363,-0.676424081,-0.66833744,-0.684229288,-0.317640071,-1.085575951,-0.666556588,-0.132020029
107,34:44.4,0.028141516,-0.003796157,0.245307288,0.279069248,0.144893156,0.000620623,0.249161305,0.27808481,0.095411739,-0.237336508,-0.014011372,0.00778217,0.001965274,-0.331736059,-0.983619255,-0.666556588,-0.132020029
108,35:56.9,-0.298501659,0.393973744,-0.235282202,0.302459437,-0.231467569,0.400190771,-0.114480107,0.095581796,-0.09326279,-0.309596254,-0.385318945,-0.36155189,-0.356180133,-0.355229372,-0.88166256,-0.71645173,-0.153134995
109,36:13.9,-0.289905786,0.0707857,0.078322804,0.2878885,0.079863225,0.07484418,0.235039308,0.327858359,0.199679242,-0.056687145,-0.031834136,-0.004131832,-0.004053977,-0.364626697,-0.983619255,-0.666556588,-0.132020029
110,37:00.7,-0.319991342,0.244810031,0.290108003,0.275618237,-0.072144238,0.252980717,0.171490323,0.315414972,0.140097812,-0.345726127,-0.129859335,-0.102422348,-0.112400486,-0.397517336,-1.034597603,-0.616661445,-0.153134995
111,37:17.5,-0.298501659,0.891186119,-0.752526823,0.327766855,-0.747642646,0.88511801,-0.195681587,-0.244537457,-0.316693154,-0.7792846,-0.830888031,-0.817262464,-0.584911654,-0.392818673,-1.034597603,-0.71645173,-0.174249961
112,37:34.4,-0.044923405,0.642579931,-0.47964974,0.3147297,-0.478987744,0.64265439,-0.036809126,0.099729592,-0.058506956,-0.598635236,-0.379378023,-0.355594889,-0.362199384,-0.406914661,-0.932640908,-0.666556588,-0.195364926
113,37:51.3,-0.277011977,0.381543434,-0.202699864,0.302459437,-0.201391226,0.380397823,0.076166847,0.207572282,0.055690786,0.051702474,-0.227884534,-0.191777362,-0.199679619,-0.411613323,-1.034597603,-0.666556588,-0.195364926
114,38:08.2,-0.208244993,-1.184675548,0.856226132,0.242258459,1.007759052,-1.170874517,0.732839687,0.771672507,0.507516633,1.135598657,0.814747129,0.865590309,0.865727726,-0.416311986,-0.932640908,-0.666556588,-0.195364926
